timestamp_ms,temperature_celsius
789500,20.49
790785,20.49
792024,20.49
793260,20.49
794493,20.49
795728,20.49
796962,20.02
798198,20.49
799433,20.02
800666,20.02
801899,20.49
803132,20.49
804406,20.49
805642,20.49
806878,20.49
808116,20.49
809352,20.49
810587,20.49
811820,20.96
813055,20.49
814290,20.49
815522,20.49
816760,20.49
817999,20.49
819237,20.49
820475,20.49
821711,20.02
822949,20.49
824225,20.49
825462,20.02
826698,20.49
827933,20.49
829169,20.49
830404,20.49
831635,20.49
832870,20.49
834105,20.49
835341,20.49
836578,20.49
837816,20.49
839053,20.96
840289,20.49
841524,20.49
842760,20.49
844033,20.49
845271,20.49
846508,20.49
847742,20.49
848981,20.49
850216,20.49
851452,20.49
852689,20.02
853928,20.49
855169,20.49
856409,20.49
857653,20.02
858893,20.49
860134,20.49
861374,20.49
862613,20.02
863891,20.02
865130,20.49
866368,20.02
867608,20.96
868848,20.49
870086,20.49
871322,20.49
872558,20.02
873796,20.49
875035,20.49
876276,20.49
877516,20.49
878759,20.49
879998,20.49
881235,20.49
882472,20.49
883748,20.49
884986,20.49
886224,20.49
887463,20.49
888705,20.49
889946,20.49
891181,20.49
892419,20.49
893656,20.49
894896,20.49
896136,20.49
897376,20.49
898617,20.49
899855,20.49
901093,20.49
902331,20.49
903609,20.49
904847,20.49
906085,20.49
907327,20.96
908569,20.02
909807,20.49
911048,20.49
912289,20.49
913529,20.49
914772,20.49
916015,20.96
917259,20.49
918502,20.49
919746,20.49
920987,20.49
922228,20.49
923508,20.49
924750,20.49
925994,20.49
927238,20.49
928482,20.49
929722,20.02
930963,20.49
932203,20.49
933443,20.49
934686,20.49
935930,20.49
937176,20.49
938420,20.49
939664,20.49
940905,20.49
942146,20.49
943428,20.49
944672,20.49
945915,20.49
947158,20.49
948401,20.49
949641,20.49
950885,20.49
952127,20.49
953371,20.49
954616,20.49
955860,20.49
957107,20.02
958352,20.49
959593,20.49
960836,20.49
962078,20.49
963359,20.49
964600,20.49
965842,20.49
967088,20.49
968332,20.49
969571,20.49
970813,20.96
972055,20.49
973297,20.49
974539,20.96
975784,20.49
977029,20.49
978273,20.49
979516,20.49
980760,20.49
981999,20.49
983283,20.49
984530,20.49
985773,20.49
987020,20.49
988265,20.49
989515,20.49
990760,20.96
992003,20.49
993251,20.49
994498,20.49
995746,20.49
996995,20.49
998239,20.49
999483,20.49
1000732,20.49
1001978,20.49
1003264,20.49
1004510,20.02
1005760,20.49
1007011,20.49
1008256,20.49
1009502,20.02
1010745,20.49
1011989,20.49
1013236,20.49
1014483,20.49
1015732,20.02
1016984,20.49
1018227,20.49
1019474,20.49
1020726,20.02
1021975,20.96
1023266,20.49
1024515,20.49
1025762,20.49
1027013,20.49
1028257,20.49
1029501,20.49
1030743,20.49
1031988,20.49
1033234,20.49
1034482,20.49
1035728,20.49
1036976,20.49
1038221,20.49
1039469,20.49
1040717,20.96
1041962,20.49
1043247,20.49
1044497,20.49
1045743,20.49
1046990,20.49
1048233,20.02
1049478,20.49
1050724,20.49
1051972,20.02
1053220,20.49
1054467,20.02
1055714,20.49
1056964,20.49
1058211,20.49
1059460,20.02
1060707,20.49
1061954,20.49
1063243,20.49
1064491,20.49
1065741,20.49
1066991,20.49
1068239,20.49
1069486,20.02
1070733,20.49
1071984,20.02
1073233,20.49
1074484,20.02
1075735,20.02
1076986,20.49
1078237,20.49
1079488,20.49
1080737,20.49
1081987,20.49
1083274,20.02
1084525,20.02
1085774,20.49
1087025,20.02
1088274,19.55
1089523,20.49
1090770,20.49
1092020,20.49
1093270,20.49
1094519,20.02
1095772,20.49
1097024,20.49
1098275,20.49
1099526,20.49
1100779,20.49
1102029,20.02
1103318,20.49
1104569,20.49
1105820,20.49
1107073,20.49
1108322,20.49
1109571,20.49
1110820,20.49
1112072,20.49
1113322,20.49
1114574,20.49
1115827,20.49
1117078,20.49
1118327,20.49
1119579,20.49
1120829,20.49
1122078,20.49
1123369,20.49
1124622,20.02
1125872,20.49
1127125,20.49
1128376,20.49
1129625,20.49
1130875,20.96
1132127,20.49
1133382,20.49
1134632,20.49
1135888,20.49
1137143,20.96
1138394,20.49
1139643,20.49
1140897,20.96
1142153,20.02
1143448,20.02
1144699,20.49
1145953,20.49
1147205,20.49
1148457,20.49
1149709,20.49
1150963,20.49
1152217,20.02
1153474,20.49
1154727,20.49
1155980,20.96
1157233,20.49
1158488,20.49
1159740,20.49
1160992,20.49
1162245,20.49
1163542,20.49
1164794,20.96
1166046,20.49
1167300,20.49
1168552,20.96
1169836,20.49
1171071,20.49
1172306,20.49
1173538,20.49
1174771,20.49
1176007,20.96
1177243,20.49
1178479,20.49
1179714,20.49
1180949,20.49
1182182,20.49
1183457,20.49
1184694,20.49
1185930,20.49
1187165,20.49
1188407,20.02
1189640,20.49
1190872,20.96
1192106,20.96
1193338,20.49
1194571,20.49
1195808,20.49
1197045,20.96
1198279,20.49
1199516,20.49
1200750,20.49
1201988,20.49
1203261,20.49
1204495,20.49
1205731,20.49
1206967,20.49
1208204,20.49
1209441,20.49
1210678,20.49
1211913,20.49
1213146,20.49
1214379,20.49
1215618,20.96
1216856,20.49
1218096,20.96
1219335,20.49
1220574,20.49
1221811,20.49
1223089,20.96
1224327,20.49
1225565,20.49
1226804,20.49
1228040,20.49
1229276,20.49
1230512,20.49
1231749,20.49
1232987,20.49
1234226,20.49
1235467,20.49
1236706,20.49
1237946,20.49
1239184,20.49
1240421,20.49
1241661,20.02
1242938,20.96
1244178,20.02
1245419,20.49
1246660,20.49
1247901,20.49
1249139,20.49
1250380,20.96
1251618,20.49
1252856,20.49
1254094,20.96
1255331,20.49
1256571,20.49
1257810,20.49
1259047,20.49
1260285,20.49
1261522,20.49
1262802,20.49
1264040,20.49
1265281,20.49
1266520,20.49
1267758,20.49
1268995,20.49
1270234,20.49
1271472,20.49
1272712,20.49
1273952,20.49
1275189,20.96
1276430,20.49
1277670,20.49
1278909,20.49
1280148,20.96
1281391,20.49
1282672,20.49
1283913,20.49
1285160,20.02
1286402,20.49
1287647,20.49
1288892,20.49
1290134,20.49
1291375,20.49
1292621,20.49
1293864,20.96
1295107,20.49
1296349,20.49
1297591,20.49
1298832,20.49
1300073,20.49
1301315,20.49
1302597,20.49
1303841,20.49
1305083,20.49
1306329,20.49
1307571,20.49
1308810,20.49
1310051,20.49
1311292,20.49
1312536,20.49
1313778,20.02
1315022,20.49
1316266,20.49
1317510,20.49
1318751,20.49
1319994,20.49
1321234,20.49
1322517,20.49
1323760,20.49
1325003,20.02
1326247,20.49
1327490,20.49
1328731,20.96
1329972,20.49
1331214,20.49
1332459,20.49
1333701,20.49
1334946,20.49
1336189,20.49
1337433,20.49
1338677,20.49
1339921,20.49
1341165,20.49
1342449,20.49
1343693,20.96
1344941,20.49
1346186,20.49
1347431,20.49
1348674,20.49
1349917,20.49
1351161,20.49
1352407,20.49
1353653,20.49
1354900,20.49
1356147,20.49
1357390,20.49
1358633,20.49
1359878,20.49
1361121,20.49
1362408,20.49
1363656,20.49
1364904,20.02
1366151,20.49
1367398,20.49
1368642,20.49
1369888,20.49
1371134,20.49
1372382,20.49
1373631,20.49
1374879,20.49
1376127,20.49
1377372,20.49
1378620,20.49
1379868,20.49
1381113,20.49
1382403,20.96
1383652,20.49
1384903,20.49
1386158,20.49
1387403,20.49
1388648,20.49
1389893,20.49
1391136,20.96
1392384,20.96
1393631,20.49
1394882,20.49
1396129,20.49
1397375,20.49
1398622,20.49
1399869,20.49
1401118,20.49
1402407,20.96
1403655,20.49
1404904,20.49
1406151,20.49
1407398,20.49
1408645,20.49
1409891,20.49
1411138,20.49
1412389,20.96
1413638,20.49
1414889,20.49
1416136,20.49
1417382,20.49
1418629,20.49
1419878,20.49
1421126,20.49
1422419,20.96
1423668,20.49
1424917,20.49
1426168,20.49
1427414,20.49
1428660,20.49
1429911,20.49
1431161,20.49
1432412,20.49
1433662,20.49
1434915,20.49
1436169,20.96
1437418,20.49
1438670,20.96
1439918,20.96
1441167,20.49
1442459,20.49
1443710,20.49
1444962,20.49
1446217,20.49
1447465,20.49
1448714,20.49
1449963,20.49
1451216,20.49
1452473,20.49
1453727,20.49
1454979,20.96
1456235,20.49
1457484,20.49
1458735,20.49
1459985,20.49
1461236,20.96
1462527,20.96
1463779,20.96
1465031,20.49
1466284,20.96
1467534,20.96
1468788,20.96
1470041,20.96
1471291,20.49
1472541,20.96
1473794,20.49
1475045,20.96
1476295,20.96
1477543,20.49
1478793,20.49
1480043,20.49
1481296,20.96
1482589,20.49
1483840,20.49
1485093,20.49
1486346,20.49
1487596,20.96
1488848,20.49
1490098,20.49
1491350,20.49
1492604,20.49
1493858,20.96
1495112,20.49
1496364,20.49
1497615,20.96
1498866,20.96
1500117,20.49
1501371,20.49
1502663,20.49
1503916,20.96
1505169,20.96
1506423,20.96
1507675,20.49
1508928,20.96
1510180,20.49
1511435,20.96
1512689,20.96
1513944,20.96
1515196,20.96
1516451,20.49
1517704,20.96
1518956,20.49
1520206,20.49
1521460,20.49
1522753,20.49
1524007,20.96
1525264,20.49
1526518,20.96
1527773,20.49
1529027,20.49
1530283,20.49
1531536,20.96
1532791,20.49
1534079,20.49
1535315,20.49
1536548,20.49
1537781,20.49
1539014,20.96
1540249,20.02
1541483,20.96
1542760,20.96
1543997,20.49
1545231,20.96
1546464,20.96
1547698,20.49
1548931,20.49
1550163,20.49
1551398,20.96
1552633,20.49
1553870,20.49
1555106,20.49
1556342,20.49
1557578,20.96
1558811,20.96
1560046,20.96
1561283,20.49
1562557,20.49
1563795,20.96
1565033,20.49
1566267,20.49
1567501,20.96
1568736,20.49
1569972,20.96
1571210,20.49
1572445,20.96
1573682,20.49
1574917,20.49
1576152,20.02
1577386,20.49
1578623,20.96
1579861,20.49
1581100,20.96
1582378,20.96
1583615,20.96
1584857,20.96
1586093,20.49
1587326,20.96
1588561,20.96
1589799,20.96
1591037,20.96
1592274,20.96
1593509,20.49
1594748,20.49
1595987,20.49
1597226,20.96
1598463,20.96
1599701,20.96
1600938,20.96
1602216,20.96
1603454,20.49
1604693,20.49
1605932,20.96
1607170,20.96
1608407,20.96
1609644,20.49
1610882,20.96
1612123,20.96
1613364,20.49
1614603,20.96
1615843,20.49
1617082,20.96
1618321,20.49
1619559,20.49
1620796,20.96
1622073,20.49
1623311,20.96
1624554,20.49
1625791,20.49
1627033,20.96
1628271,20.49
1629514,20.96
1630751,20.96
1631989,20.49
1633230,20.96
1634471,20.49
1635714,20.96
1636956,20.49
1638198,20.96
1639437,20.49
1640676,20.49
1641952,20.96
1643192,20.49
1644433,20.49
1645675,20.49
1646917,20.96
1648159,20.96
1649399,20.49
1650639,20.49
1651879,20.96
1653121,20.96
1654363,20.96
1655602,20.49
1656842,20.96
1658081,20.49
1659322,20.96
1660565,20.49
1661848,20.96
1663091,20.49
1664333,20.96
1665573,20.49
1666812,20.49
1668051,20.49
1669294,20.49
1670534,20.49
1671779,20.96
1673024,20.49
1674269,20.49
1675514,20.96
1676758,20.49
1678004,20.96
1679247,20.49
1680490,20.96
1681773,20.96
1683015,20.49
1684259,20.49
1685501,20.49
1686741,20.49
1687982,20.49
1689223,20.96
1690465,20.49
1691708,20.96
1692950,20.96
1694193,20.96
1695436,20.49
1696677,20.96
1697921,20.96
1699166,20.49
1700409,20.49
1701692,20.96
1702933,20.96
1704178,20.96
1705422,20.49
1706663,20.96
1707906,20.96
1709150,20.96
1710396,20.96
1711642,20.96
1712894,20.96
1714142,20.96
1715390,20.96
1716639,20.96
1717886,20.96
1719130,20.96
1720378,20.96
1721663,20.96
1722910,20.96
1724158,20.49
1725402,20.96
1726645,20.49
1727887,20.49
1729131,20.49
1730377,20.49
1731623,20.49
1732869,20.96
1734118,20.96
1735363,20.96
1736607,20.49
1737853,20.96
1739097,20.49
1740345,20.49
1741633,20.96
1742881,20.49
1744130,20.96
1745378,20.96
1746620,20.96
1747865,20.49
1749109,20.96
1750356,20.49
1751603,20.96
1752851,20.49
1754100,20.96
1755346,20.96
1756590,20.49
1757834,20.49
1759080,20.49
1760329,20.96
1761615,20.96
1762864,20.96
1764113,20.49
1765360,20.96
1766607,20.96
1767857,20.96
1769104,20.96
1770353,20.96
1771602,20.49
1772855,20.49
1774104,20.49
1775355,20.96
1776603,20.49
1777851,20.96
1779101,20.49
1780350,20.49
1781642,20.96
1782899,20.49
1784150,20.96
1785396,20.96
1786642,20.96
1787888,20.96
1789136,20.49
1790386,20.96
1791638,20.96
1792889,20.96
1794139,20.96
1795389,20.96
1796636,20.96
1797885,20.96
1799133,20.96
1800383,20.96
1801674,20.96
1802924,20.96
1804174,20.49
1805423,20.96
1806674,20.49
1807925,20.49
1809174,20.96
1810426,20.49
1811679,20.96
1812933,20.96
1814187,20.49
1815437,20.96
1816687,20.96
1817937,20.49
1819186,20.96
1820436,20.49
1821728,20.96
1822983,20.49
1824234,20.96
1825480,20.96
1826730,20.96
1827980,20.96
1829230,20.96
1830482,20.49
1831736,20.49
1832988,20.96
1834241,20.96
1835493,20.49
1836745,20.96
1837996,20.96
1839250,20.49
1840505,20.96
1841798,20.96
1843054,20.96
1844307,20.96
1845557,20.49
1846808,20.49
1848060,20.96
1849312,20.96
1850568,20.96
1851822,20.96
1853077,20.96
1854333,20.49
1855584,20.49
1856835,20.49
1858091,20.49
1859344,20.49
1860598,20.96
1861893,20.49
1863150,20.49
1864408,20.96
1865660,20.49
1866914,20.49
1868167,20.96
1869418,20.96
1870672,20.96
1871926,20.49
1873182,20.49
1874440,20.49
1875693,20.49
1876947,20.96
1878204,20.96
1879461,20.49
1880721,20.96
1882015,20.02
1883268,20.49
1884527,20.96
1885778,20.49
1887031,20.96
1888283,20.49
1889535,20.49
1890790,20.49
1892045,20.49
1893298,20.49
1894553,20.96
1895807,20.49
1897064,20.49
1898347,20.49
1899581,20.96
1900818,20.96
1902092,20.49
1903324,20.49
1904553,20.49
1905784,20.96
1907016,20.49
1908251,20.96
1909486,20.49
1910720,20.49
1911954,20.49
1913190,20.96
1914425,20.49
1915660,20.49
1916893,20.49
1918126,20.96
1919362,20.49
1920598,20.49
1921875,20.96
1923110,20.49
1924344,20.49
1925579,20.96
1926814,20.49
1928051,20.49
1929288,20.96
1930525,20.49
1931762,20.96
1933000,20.49
1934236,20.02
1935471,20.49
1936709,20.96
1937947,20.49
1939183,20.49
1940421,20.49
1941698,20.49
1942935,20.49
1944170,20.49
1945404,20.49
1946635,20.96
1947871,20.96
1949107,20.49
1950343,20.49
1951582,20.02
1952818,20.02
1954055,20.02
1955291,20.02
1956528,20.02
1957762,20.02
1958996,20.49
1976145,20.49
1978424,20.49
1980657,20.49
1982893,20.49
1985127,20.49
1987366,20.49
1989605,20.49
1991843,20.49
1994082,20.49
1996319,20.02
1998554,20.49
2000790,20.02
2003025,20.02
2005261,20.49
2007498,20.02
2009737,20.02
2011975,20.49
2014260,20.49
2016500,20.49
2018737,20.49
2020975,20.49
2023213,20.49
2025453,20.02
2027694,20.49
2029936,20.49
2032179,20.49
2034416,20.02
2036654,20.02
2038894,20.02
2041135,20.49
2043377,20.02
2045617,20.49
2047858,20.02
2050135,20.02
2052374,20.02
2054612,20.49
2056851,20.49
2059092,20.02
2061335,20.02
2063576,20.02
2065817,20.49
2068056,20.02
2070296,20.49
2072534,20.49
2074774,20.49
2077015,20.02
2079258,20.02
2081501,20.49
2083740,20.49
2086021,20.49
2088262,20.02
2090503,20.02
2092744,20.02
2094986,20.02
2097224,20.49
2099466,20.49
2101708,20.02
2103950,20.49
2106193,20.49
2108435,20.49
2110678,20.02
2112918,20.49
2115159,20.49
2117404,20.02
2119650,20.02
2121933,20.02
2124176,20.02
2126419,20.02
2128660,20.49
2130901,20.02
2133140,20.02
2135380,20.02
2137621,20.49
2139865,20.49
2142108,20.02
2144355,20.49
2146595,20.02
2148843,20.02
2151084,20.02
2153328,20.02
2155573,20.02
2157859,20.02
2160104,20.02
2162348,20.02
2164592,20.02
2166834,20.02
2169074,20.02
2171315,20.02
2173559,20.49
2175802,20.02
2178050,20.02
2180293,20.02
2182537,20.49
2184781,20.02
2187024,20.02
2189270,20.02
2191515,20.02
2193801,20.02
2196044,20.02
2198286,20.49
2200530,20.02
2202773,20.02
2205021,20.02
2207266,20.02
2209515,20.49
2211762,20.02
2214007,20.02
2216249,20.49
2218495,20.49
2220740,20.02
2222983,20.02
2225230,20.02
2227480,20.49
2229766,20.02
2232014,20.49
2234261,20.49
2236509,20.49
2238754,20.02
2241001,20.49
2243246,20.02
2245490,20.02
2247736,20.02
2249982,20.02
2252226,20.02
2254470,20.02
2256716,20.02
2258964,20.02
2261209,20.49
2263458,20.49
2265745,20.02
2267988,20.02
2270232,20.02
2272476,20.49
2274722,20.02
2276969,20.49
2279218,20.49
2281463,20.02
2283710,20.02
2285957,20.02
2288202,20.02
2290448,20.02
2292697,20.49
2294946,20.02
2297195,20.02
2299449,20.02
2301739,20.49
2303991,20.02
2306242,20.02
2308490,20.02
2310738,20.02
2312988,20.02
2315238,20.49
2317486,20.02
2319737,20.02
2321984,20.49
2324230,20.02
2326477,20.49
2328725,20.02
2330975,20.02
2333226,20.02
2335475,20.02
2337766,20.02
2340013,20.02
2342260,20.02
2344506,20.02
2346754,20.02
2349006,20.02
2351255,20.02
2353506,20.02
2355758,20.02
2358009,20.49
2360258,20.02
2362509,20.02
2364756,20.02
2367007,20.49
2369258,20.02
2371515,20.49
2373807,20.49
2376056,20.02
2378304,20.02
2380552,20.02
2382802,20.02
2385054,20.49
2387306,20.02
2389558,20.49
2391809,20.49
2394060,20.02
2396311,20.49
2398563,20.02
2400814,20.02
2403065,20.02
2405317,20.02
2407572,20.02
2409864,20.49
2412117,20.49
2414369,20.02
2416620,20.02
2418871,20.02
2421122,20.49
2423376,20.02
2425630,20.49
2427885,20.49
2430134,20.02
2432384,20.49
2434633,20.49
2436886,20.49
2439139,20.02
2441394,20.02
2443649,20.02
2445942,20.02
2448193,20.02
2450442,20.02
2452693,20.02
2454947,20.02
2457202,20.49
2459457,20.02
2461711,20.49
2463966,20.49
2466216,20.02
2468473,20.02
2470728,20.49
2472982,20.49
2475238,20.49
2477493,20.49
2479750,20.02
2482044,20.02
2484296,20.02
2486547,20.02
2488796,20.49
2491048,20.49
2493301,20.02
2495556,20.49
2497813,20.49
2500069,20.02
2502322,20.49
2504575,20.49
2506827,20.49
2509081,20.02
2511334,20.49
2513590,20.02
2515846,20.02
2518139,20.02
2520425,20.02
2522657,20.49
2524891,20.02
2527129,20.02
2529364,20.02
2531602,20.02
2533837,20.02
2536069,20.02
2538301,20.49
2540535,20.02
2542768,20.49
2545005,20.49
2547242,20.02
2549478,20.02
2551716,20.02
2553990,20.02
2556222,20.49
2558458,20.02
2560695,20.02
2562933,20.49
2565170,20.49
2567409,20.49
2569649,20.02
2571884,20.02
2574121,20.02
2576354,20.02
2578591,20.02
2580828,20.02
2583066,20.49
2585302,20.02
2587543,20.02
